Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",3,2,"60","kgs","","high bar","25/01/2021, 11:25:40","00:01:06.4",0.85,664,1.33,526,0.784
"squat",3,3,"60","kgs","","high bar","25/01/2021, 11:25:40","00:01:06.4",0.74,659,1.04,533,0.894
"squat",4,1,"80","kgs","","high bar","25/01/2021, 11:25:40","00:00:57.7",0.65,671,1.10,567,1.033
"squat",4,2,"80","kgs","","high bar","25/01/2021, 11:25:40","00:00:57.7",0.62,652,1.14,551,1.054
"squat",5,1,"100","kgs","","high bar","25/01/2021, 11:25:40","00:01:12.6",0.51,673,1.12,583,1.331
"squat",6,1,"110","kgs","","high bar","25/01/2021, 11:25:40","00:01:33.9",0.38,648,1.08,563,1.709
"squat",7,1,"120","kgs","","high bar","25/01/2021, 11:25:40","00:01:55.8",0.36,659,1.02,576,1.824
"squat",8,1,"125","kgs","","high bar","25/01/2021, 11:25:40","00:03:08.3",0.20,626,0.67,575,3.111
"squat",9,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.57,647,1.05,552,1.133
"squat",9,2,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.52,657,1.00,574,1.265
"squat",9,3,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.48,658,1.02,571,1.359
"squat",9,4,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.46,662,1.07,574,1.433
"squat",9,5,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.37,661,0.93,582,1.773
"squat",9,6,"95","kgs","","high bar","25/01/2021, 11:25:40","00:03:10.0",0.41,664,0.99,584,1.64
"squat",10,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:50.1",0.43,661,1.00,572,1.539
"squat",10,2,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:50.1",0.41,659,0.88,576,1.622
"squat",10,3,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:50.1",0.38,657,0.84,584,1.719
"squat",11,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:35.8",0.45,655,0.98,570,1.451
"squat",11,2,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:35.8",0.36,654,0.87,573,1.798
"squat",11,3,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:35.8",0.35,650,0.83,576,1.852
"squat",12,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:38.9",0.45,668,1.02,577,1.474
"squat",12,2,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:38.9",0.35,642,0.80,577,1.83
"squat",13,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:36.2",0.38,661,1.02,576,1.722
"squat",14,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:36.6",0.40,672,1.01,585,1.67
"squat",15,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:33.0",0.38,650,0.94,574,1.694
"squat",16,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:37.3",0.39,659,0.77,587,1.702
"squat",17,1,"95","kgs","","high bar","25/01/2021, 11:25:40","00:00:35.7",0.34,662,0.78,591,1.968
"overhead press",1,1,"20","kgs","","","26/01/2021, 10:44:21","00:00:00",1.22,645,1.82,429,0.527
"overhead press",1,2,"20","kgs","","","26/01/2021, 10:44:21","00:00:00",1.19,652,1.94,460,0.546
"overhead press",1,3,"20","kgs","","","26/01/2021, 10:44:21","00:00:00",1.14,678,1.90,441,0.597
"overhead press",2,1,"25","kgs","","","26/01/2021, 10:44:21","00:00:41.5",1.04,632,1.48,304,0.61
"overhead press",2,2,"25","kgs","","","26/01/2021, 10:44:21","00:00:41.5",0.73,636,1.43,312,0.871
"overhead press",2,3,"25","kgs","","","26/01/2021, 10:44:21","00:00:41.5",0.72,679,1.40,334,0.945
"overhead press",3,1,"30","kgs","","","26/01/2021, 10:44:21","00:01:18.1",0.96,652,1.31,320,0.679
"overhead press",3,2,"30","kgs","","","26/01/2021, 10:44:21","00:01:18.1",0.85,664,1.25,545,0.777
"overhead press",3,3,"30","kgs","","","26/01/2021, 10:44:21","00:01:18.1",0.89,657,1.18,234,0.738
"overhead press",4,1,"35","kgs","","","26/01/2021, 10:44:21","00:00:46.8",0.69,625,0.98,178,0.902
"overhead press",4,2,"35","kgs","","","26/01/2021, 10:44:21","00:00:46.8",0.56,633,1.00,185,1.121
"overhead press",5,1,"40","kgs","","","26/01/2021, 10:44:21","00:01:12.5",0.62,627,0.89,157,1.016
"overhead press",6,1,"45","kgs","","","26/01/2021, 10:44:21","00:01:00.2",0.50,632,0.77,146,1.256
"overhead press",7,1,"50","kgs","","","26/01/2021, 10:44:21","00:01:34.0",0.29,593,0.65,102,2.071
"overhead press",8,1,"52,5","kgs","","rep split","26/01/2021, 10:44:21","00:01:58.6",0.23,390,0.62,92,1.661
"overhead press",8,2,"52,5","kgs","","rep split","26/01/2021, 10:44:21","00:01:58.6",0.14,231,0.20,87,1.675
"overhead press",9,1,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.64,621,0.94,158,0.967
"overhead press",9,2,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.49,604,0.80,168,1.242
"overhead press",9,3,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.42,619,0.84,163,1.487
"overhead press",9,4,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.53,598,0.78,144,1.13
"overhead press",9,5,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.34,597,0.70,144,1.752
"overhead press",9,6,"40","kgs","","","26/01/2021, 10:44:21","00:02:59.0",0.34,603,0.68,136,1.768
"overhead press",10,1,"40","kgs","","","26/01/2021, 10:44:21","00:00:30.7",0.44,605,0.74,123,1.365
"overhead press",10,2,"40","kgs","","","26/01/2021, 10:44:21","00:00:30.7",0.33,588,0.75,149,1.777
"overhead press",10,3,"40","kgs","","","26/01/2021, 10:44:21","00:00:30.7",0.34,601,0.70,152,1.795
"overhead press",10,4,"40","kgs","","","26/01/2021, 10:44:21","00:00:30.7",0.24,604,0.66,135,2.475
"overhead press",11,1,"40","kgs","","","26/01/2021, 10:44:21","00:00:32.0",0.29,576,0.66,104,1.972
"overhead press",11,2,"40","kgs","","","26/01/2021, 10:44:21","00:00:32.0",0.30,585,0.64,134,1.971
"overhead press",12,1,"40","kgs","","","26/01/2021, 10:44:21","00:00:32.8",0.23,587,0.64,124,2.497
"deadlift",1,1,"60","kgs","","conventional","26/01/2021, 10:44:21","00:02:57.4",0.46,574,1.54,370,1.244
"deadlift",1,2,"60","kgs","","conventional","26/01/2021, 10:44:21","00:02:57.4",0.60,558,1.53,354,0.936
"deadlift",1,3,"60","kgs","","conventional","26/01/2021, 10:44:21","00:02:57.4",0.50,579,1.44,358,1.159
"deadlift",2,1,"80","kgs","","conventional","26/01/2021, 10:44:21","00:01:14.3",0.48,574,1.33,367,1.192
"deadlift",2,2,"80","kgs","","conventional","26/01/2021, 10:44:21","00:01:14.3",0.43,595,1.38,407,1.389
"deadlift",2,3,"80","kgs","","conventional","26/01/2021, 10:44:21","00:01:14.3",0.50,599,1.33,469,1.203
"deadlift",3,1,"100","kgs","","conventional","26/01/2021, 10:44:21","00:01:32.1",0.40,557,0.97,418,1.407
"deadlift",3,2,"100","kgs","","conventional","26/01/2021, 10:44:21","00:01:32.1",0.34,570,1.05,350,1.701
"deadlift",4,1,"120","kgs","","conventional,hook grip","26/01/2021, 10:44:21","00:01:48.0",0.24,548,0.79,407,2.281
"deadlift",5,1,"130","kgs","","conventional,hook grip","26/01/2021, 10:44:21","00:02:19.4",0.22,544,0.68,469,2.48
"deadlift",6,1,"140","kgs","","conventional,hook grip","26/01/2021, 10:44:21","00:01:39.9",0.19,533,0.50,423,2.811
"deadlift",7,1,"150","kgs","","conventional,hook grip","26/01/2021, 10:44:21","00:02:26.2",0.17,523,0.44,413,3.03
"squat",1,1,"20","kgs","","high bar","28/01/2021, 11:12:06","00:00:00",1.07,639,1.73,438,0.598
"squat",1,2,"20","kgs","","high bar","28/01/2021, 11:12:06","00:00:00",1.22,708,2.02,443,0.579
"squat",1,3,"20","kgs","","high bar","28/01/2021, 11:12:06","00:00:00",1.25,712,1.98,445,0.571
"squat",2,1,"40","kgs","","high bar","28/01/2021, 11:12:06","00:01:14.2",1.07,678,1.70,485,0.635
"squat",2,2,"40","kgs","","high bar","28/01/2021, 11:12:06","00:01:14.2",1.02,678,1.55,493,0.668
"squat",2,3,"40","kgs","","high bar","28/01/2021, 11:12:06","00:01:14.2",1.02,692,1.59,510,0.678
"squat",3,1,"60","kgs","","high bar","28/01/2021, 11:12:06","00:01:17.5",0.83,656,1.38,517,0.788
"squat",3,2,"60","kgs","","high bar","28/01/2021, 11:12:06","00:01:17.5",0.88,689,1.34,550,0.783
"squat",4,1,"80","kgs","","high bar","28/01/2021, 11:12:06","00:01:16.4",0.70,655,1.30,560,0.932
"squat",4,2,"80","kgs","","high bar","28/01/2021, 11:12:06","00:01:16.4",0.68,669,1.16,579,0.992
"squat",5,1,"100","kgs","","high bar","28/01/2021, 11:12:06","00:01:31.0",0.57,675,1.16,586,1.188
"squat",6,1,"110","kgs","","high bar","28/01/2021, 11:12:06","00:01:07.4",0.44,668,1.10,584,1.515
"squat",7,1,"120","kgs","","high bar","28/01/2021, 11:12:06","00:02:05.6",0.39,652,0.99,571,1.692
"squat",8,1,"125","kgs","","high bar","28/01/2021, 11:12:06","00:02:10.9",0.28,645,0.89,572,2.259
"overhead press",1,1,"20","kgs","","","28/01/2021, 11:12:06","00:02:56.3",1.30,642,1.93,379,0.495
"overhead press",1,2,"20","kgs","","","28/01/2021, 11:12:06","00:02:56.3",1.17,656,1.91,423,0.563
"overhead press",1,3,"20","kgs","","","28/01/2021, 11:12:06","00:02:56.3",1.01,657,1.70,322,0.652
"overhead press",2,1,"25","kgs","","","28/01/2021, 11:12:06","00:00:39.2",1.10,621,1.52,367,0.564
"overhead press",2,2,"25","kgs","","","28/01/2021, 11:12:06","00:00:39.2",0.68,628,1.41,377,0.925
"overhead press",2,3,"25","kgs","","","28/01/2021, 11:12:06","00:00:39.2",0.64,641,1.29,316,1.003
"overhead press",3,1,"30","kgs","","","28/01/2021, 11:12:06","00:00:49.9",0.92,607,1.27,201,0.664
"overhead press",3,2,"30","kgs","","","28/01/2021, 11:12:06","00:00:49.9",0.71,629,1.22,316,0.888
"overhead press",4,1,"35","kgs","","","28/01/2021, 11:12:06","00:00:42.9",0.79,614,1.05,298,0.776
"overhead press",4,2,"35","kgs","","","28/01/2021, 11:12:06","00:00:42.9",0.75,604,1.03,202,0.807
"overhead press",5,1,"40","kgs","","","28/01/2021, 11:12:06","00:01:01.4",0.71,627,0.94,168,0.881
"overhead press",6,1,"45","kgs","","","28/01/2021, 11:12:06","00:00:54.5",0.56,622,0.81,147,1.11
"overhead press",7,1,"50","kgs","","","28/01/2021, 11:12:06","00:01:16.0",0.41,618,0.69,117,1.507
"overhead press",8,1,"52,5","kgs","","","28/01/2021, 11:12:06","00:02:59.1",0.36,622,0.66,107,1.722
"overhead press",9,1,"55","kgs","","","28/01/2021, 11:12:06","00:02:12.8",0.26,617,0.64,102,2.376
"squat",1,1,"20","kgs","","high bar","29/01/2021, 11:15:31","00:00:00",1.14,652,1.84,435,0.574
"squat",1,2,"20","kgs","","high bar","29/01/2021, 11:15:31","00:00:00",1.22,688,1.96,412,0.565
"squat",1,3,"20","kgs","","high bar","29/01/2021, 11:15:31","00:00:00",1.30,736,2.02,464,0.567
"squat",2,1,"40","kgs","","high bar","29/01/2021, 11:15:31","00:01:49.3",1.07,673,1.81,504,0.627
"squat",2,2,"40","kgs","","high bar","29/01/2021, 11:15:31","00:01:49.3",1.09,704,1.75,525,0.648
"squat",2,3,"40","kgs","","high bar","29/01/2021, 11:15:31","00:01:49.3",1.06,667,1.70,517,0.627
"squat",3,1,"60","kgs","","high bar","29/01/2021, 11:15:31","00:02:13.2",0.92,663,1.54,505,0.72
"squat",3,2,"60","kgs","","high bar","29/01/2021, 11:15:31","00:02:13.2",0.92,662,1.47,526,0.717
"squat",4,1,"80","kgs","","high bar","29/01/2021, 11:15:31","00:01:02.4",0.74,645,1.31,524,0.875
"squat",4,2,"80","kgs","","high bar","29/01/2021, 11:15:31","00:01:02.4",0.74,662,1.29,541,0.896
"squat",5,1,"100","kgs","","high bar","29/01/2021, 11:15:31","00:01:19.1",0.56,645,1.18,563,1.159
"squat",6,1,"110","kgs","","high bar","29/01/2021, 11:15:31","00:01:25.4",0.45,652,1.09,571,1.438
"squat",7,1,"120","kgs","","high bar","29/01/2021, 11:15:31","00:01:34.0",0.35,668,1.02,588,1.908
"squat",8,1,"125","kgs","","high bar","29/01/2021, 11:15:31","00:04:02.9",0.26,644,0.76,581,2.474
"overhead press",1,1,"20","kgs","","","29/01/2021, 11:15:31","00:02:22.6",1.31,647,1.95,466,0.493
"overhead press",1,2,"20","kgs","","","29/01/2021, 11:15:31","00:02:22.6",1.21,634,1.80,354,0.525
"overhead press",1,3,"20","kgs","","","29/01/2021, 11:15:31","00:02:22.6",1.19,629,1.81,399,0.528
"overhead press",2,1,"25","kgs","","","29/01/2021, 11:15:31","00:00:47.0",1.08,639,1.65,417,0.59
"overhead press",2,2,"25","kgs","","","29/01/2021, 11:15:31","00:00:47.0",1.08,635,1.49,301,0.587
"overhead press",2,3,"25","kgs","","","29/01/2021, 11:15:31","00:00:47.0",0.79,638,1.54,408,0.812
"overhead press",3,1,"30","kgs","","","29/01/2021, 11:15:31","00:00:43.3",0.97,635,1.36,297,0.653
"overhead press",3,2,"30","kgs","","","29/01/2021, 11:15:31","00:00:43.3",0.65,640,1.29,219,0.989
"overhead press",4,1,"35","kgs","","","29/01/2021, 11:15:31","00:00:44.6",0.83,627,1.14,265,0.76
"overhead press",4,2,"35","kgs","","","29/01/2021, 11:15:31","00:00:44.6",0.65,611,1.05,190,0.944
"overhead press",5,1,"40","kgs","","","29/01/2021, 11:15:31","00:01:04.7",0.69,614,0.95,153,0.894
"overhead press",6,1,"45","kgs","","","29/01/2021, 11:15:31","00:00:48.2",0.53,625,0.82,142,1.189
"overhead press",7,1,"50","kgs","","","29/01/2021, 11:15:31","00:01:46.1",0.41,609,0.70,114,1.495
"overhead press",8,1,"52,5","kgs","","","29/01/2021, 11:15:31","00:01:55.6",0.31,600,0.65,128,1.952
"overhead press",9,1,"55","kgs","","","29/01/2021, 11:15:31","00:02:15.8",0.28,598,0.62,112,2.17
"squat",1,1,"20","kgs","","high bar","01/02/2021, 11:41:09","00:00:00",1.12,661,1.90,413,0.591
"squat",1,2,"20","kgs","","high bar","01/02/2021, 11:41:09","00:00:00",1.17,684,1.88,437,0.586
"squat",1,3,"20","kgs","","high bar","01/02/2021, 11:41:09","00:00:00",1.19,688,1.91,447,0.576
"squat",2,1,"40","kgs","","high bar","01/02/2021, 11:41:09","00:00:57.0",1.02,638,1.69,456,0.625
"squat",2,2,"40","kgs","","high bar","01/02/2021, 11:41:09","00:00:57.0",1.08,704,1.76,535,0.649
"squat",2,3,"40","kgs","","high bar","01/02/2021, 11:41:09","00:00:57.0",1.07,703,1.73,543,0.655
"squat",3,1,"60","kgs","","high bar","01/02/2021, 11:41:09","00:01:19.4",0.87,651,1.45,521,0.752
"squat",3,2,"60","kgs","","high bar","01/02/2021, 11:41:09","00:01:19.4",0.89,686,1.52,537,0.773
"squat",4,1,"80","kgs","","high bar","01/02/2021, 11:41:09","00:01:09.6",0.74,647,1.29,524,0.868
"squat",4,2,"80","kgs","","high bar","01/02/2021, 11:41:09","00:01:09.6",0.72,661,1.22,548,0.912
"squat",5,1,"100","kgs","","high bar","01/02/2021, 11:41:09","00:01:51.1",0.57,646,1.22,551,1.136
"squat",6,1,"110","kgs","","high bar","01/02/2021, 11:41:09","00:01:19.4",0.45,642,1.04,566,1.44
"squat",7,1,"120","kgs","","high bar","01/02/2021, 11:41:09","00:01:27.4",0.35,645,1.00,565,1.839
"squat",8,1,"125","kgs","","high bar","01/02/2021, 11:41:09","00:02:08.2",0.32,629,0.94,557,1.978
"squat",9,1,"130","kgs","","high bar","01/02/2021, 11:41:09","00:02:30.3",0.21,627,0.76,567,2.929
"squat",10,1,"100","kgs","","high bar","01/02/2021, 11:41:09","00:02:32.7",0.60,657,1.16,543,1.1
"squat",10,2,"100","kgs","","high bar","01/02/2021, 11:41:09","00:02:32.7",0.55,667,1.10,587,1.218
"squat",10,3,"100","kgs","","high bar","01/02/2021, 11:41:09","00:02:32.7",0.53,678,1.11,591,1.279
"squat",11,1,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:44.9",0.52,644,1.12,540,1.228
"squat",11,2,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:44.9",0.48,642,1.02,570,1.349
"squat",11,3,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:44.9",0.44,662,0.93,588,1.514
"squat",12,1,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:39.2",0.46,654,1.05,576,1.437
"squat",12,2,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:39.2",0.41,663,0.94,590,1.615
"squat",13,1,"100","kgs","","high bar","01/02/2021, 11:41:09","00:00:42.6",0.40,644,0.98,573,1.609
"overhead press",1,1,"20","kgs","","","01/02/2021, 11:41:09","00:02:13.6",1.15,630,1.79,410,0.549
"overhead press",1,2,"20","kgs","","","01/02/2021, 11:41:09","00:02:13.6",0.76,652,1.69,471,0.86
"overhead press",1,3,"20","kgs","","","01/02/2021, 11:41:09","00:02:13.6",0.77,650,1.89,456,0.848
"overhead press",2,1,"25","kgs","","","01/02/2021, 11:41:09","00:00:36.8",1.01,626,1.55,464,0.62
"overhead press",2,2,"25","kgs","","","01/02/2021, 11:41:09","00:00:36.8",0.65,630,1.52,462,0.973
"overhead press",2,3,"25","kgs","","","01/02/2021, 11:41:09","00:00:36.8",0.59,646,1.46,479,1.095
"overhead press",3,1,"30","kgs","","","01/02/2021, 11:41:09","00:00:48.3",0.95,642,1.35,474,0.673
"overhead press",3,2,"30","kgs","","","01/02/2021, 11:41:09","00:00:48.3",0.88,632,1.24,212,0.72
"overhead press",4,1,"35","kgs","","","01/02/2021, 11:41:09","00:00:38.5",0.69,626,1.06,448,0.911
"overhead press",4,2,"35","kgs","","","01/02/2021, 11:41:09","00:00:38.5",0.63,622,1.02,202,0.991
"overhead press",5,1,"40","kgs","","","01/02/2021, 11:41:09","00:01:07.3",0.57,607,0.91,203,1.057
"overhead press",6,1,"45","kgs","","","01/02/2021, 11:41:09","00:01:10.8",0.53,618,0.79,142,1.157
"overhead press",7,1,"50","kgs","","","01/02/2021, 11:41:09","00:01:12.9",0.42,626,0.69,138,1.496
"overhead press",8,1,"52,5","kgs","","","01/02/2021, 11:41:09","00:01:44.7",0.31,587,0.61,97,1.871
"overhead press",9,1,"55","kgs","","","01/02/2021, 11:41:09","00:02:07.5",0.22,609,0.62,102,2.731
"overhead press",10,1,"42,5","kgs","","","01/02/2021, 11:41:09","00:01:45.6",0.60,618,0.87,144,1.022
"overhead press",10,2,"42,5","kgs","","","01/02/2021, 11:41:09","00:01:45.6",0.46,618,0.76,142,1.337
"overhead press",10,3,"42,5","kgs","","","01/02/2021, 11:41:09","00:01:45.6",0.39,610,0.73,136,1.583
"overhead press",11,1,"42,5","kgs","","","01/02/2021, 11:41:09","00:00:29.6",0.52,614,0.76,139,1.181
"overhead press",11,2,"42,5","kgs","","","01/02/2021, 11:41:09","00:00:29.6",0.45,617,0.74,144,1.377
"overhead press",12,1,"42,5","kgs","","","01/02/2021, 11:41:09","00:00:28.2",0.43,589,0.71,117,1.383
"squat",1,1,"20","kgs","","high bar","02/02/2021, 10:56:45","00:00:00",1.15,644,1.87,411,0.559
"squat",1,2,"20","kgs","","high bar","02/02/2021, 10:56:45","00:00:00",1.21,673,1.90,433,0.554
"squat",1,3,"20","kgs","","high bar","02/02/2021, 10:56:45","00:00:00",1.22,688,1.94,433,0.565
"squat",2,1,"40","kgs","","high bar","02/02/2021, 10:56:45","00:01:03.0",1.03,651,1.72,496,0.631
"squat",2,2,"40","kgs","","high bar","02/02/2021, 10:56:45","00:01:03.0",1.11,708,1.75,536,0.636
"squat",2,3,"40","kgs","","high bar","02/02/2021, 10:56:45","00:01:03.0",1.09,702,1.78,535,0.643
"squat",3,1,"60","kgs","","high bar","02/02/2021, 10:56:45","00:01:41.6",0.89,631,1.41,492,0.713
"squat",3,2,"60","kgs","","high bar","02/02/2021, 10:56:45","00:01:41.6",0.94,671,1.48,522,0.716
"squat",4,1,"80","kgs","","high bar","02/02/2021, 10:56:45","00:00:58.5",0.74,654,1.32,529,0.887
"squat",4,2,"80","kgs","","high bar","02/02/2021, 10:56:45","00:00:58.5",0.72,661,1.23,545,0.919
"squat",5,1,"100","kgs","","high bar","02/02/2021, 10:56:45","00:01:28.5",0.56,647,1.09,564,1.16
"squat",6,1,"110","kgs","","high bar","02/02/2021, 10:56:45","00:01:32.4",0.49,649,1.10,570,1.327
"squat",7,1,"120","kgs","","high bar","02/02/2021, 10:56:45","00:01:39.2",0.40,652,0.99,575,1.627
"squat",8,1,"125","kgs","","high bar","02/02/2021, 10:56:45","00:02:40.1",0.33,633,0.92,560,1.935
"squat",9,1,"130","kgs","","high bar","02/02/2021, 10:56:45","00:02:30.2",0.25,611,0.71,556,2.442
"squat",10,1,"100","kgs","","high bar","02/02/2021, 10:56:45","00:02:00.5",0.58,649,1.08,564,1.119
"squat",10,2,"100","kgs","","high bar","02/02/2021, 10:56:45","00:02:00.5",0.54,644,1.04,543,1.189
"squat",10,3,"100","kgs","","high bar","02/02/2021, 10:56:45","00:02:00.5",0.55,674,1.07,592,1.224
"squat",11,1,"100","kgs","","high bar","02/02/2021, 10:56:45","00:00:40.7",0.55,649,1.07,543,1.187
"squat",11,2,"100","kgs","","high bar","02/02/2021, 10:56:45","00:00:40.7",0.45,661,0.93,588,1.486
"squat",12,1,"100","kgs","","high bar","02/02/2021, 10:56:45","00:00:41.4",0.50,635,1.07,560,1.279
"overhead press",1,1,"20","kgs","","","02/02/2021, 10:56:45","00:01:22.1",1.22,632,1.80,418,0.519
"overhead press",1,2,"20","kgs","","","02/02/2021, 10:56:45","00:01:22.1",1.15,617,1.81,397,0.537
"overhead press",1,3,"20","kgs","","","02/02/2021, 10:56:45","00:01:22.1",1.16,624,1.79,406,0.538
"overhead press",2,1,"25","kgs","","","02/02/2021, 10:56:45","00:00:45.6",1.09,636,1.66,414,0.581
"overhead press",2,2,"25","kgs","","","02/02/2021, 10:56:45","00:00:45.6",0.88,621,1.52,460,0.704
"overhead press",2,3,"25","kgs","","","02/02/2021, 10:56:45","00:00:45.6",1.02,644,1.49,363,0.629
"overhead press",3,1,"30","kgs","","","02/02/2021, 10:56:45","00:00:50.5",0.96,635,1.31,280,0.658
"overhead press",3,2,"30","kgs","","","02/02/2021, 10:56:45","00:00:50.5",0.91,624,1.27,289,0.686
"overhead press",4,1,"35","kgs","","","02/02/2021, 10:56:45","00:00:42.4",0.78,622,1.10,288,0.8
"overhead press",4,2,"35","kgs","","","02/02/2021, 10:56:45","00:00:42.4",0.78,635,1.03,204,0.817
"overhead press",5,1,"40","kgs","","","02/02/2021, 10:56:45","00:00:53.9",0.69,622,0.90,165,0.903
"overhead press",6,1,"45","kgs","","","02/02/2021, 10:56:45","00:00:56.0",0.52,617,0.76,152,1.195
"overhead press",7,1,"50","kgs","","","02/02/2021, 10:56:45","00:01:55.6",0.39,636,0.72,126,1.652
"overhead press",8,1,"52,5","kgs","","","02/02/2021, 10:56:45","00:03:56.9",0.23,601,0.61,102,2.557
"overhead press",9,1,"40","kgs","","","02/02/2021, 10:56:45","00:01:54.9",0.71,611,0.96,165,0.859
"overhead press",9,2,"40","kgs","","","02/02/2021, 10:56:45","00:01:54.9",0.66,606,0.86,147,0.916
"overhead press",9,3,"40","kgs","","","02/02/2021, 10:56:45","00:01:54.9",0.57,599,0.83,153,1.053
"overhead press",10,1,"40","kgs","","","02/02/2021, 10:56:45","00:00:25.6",0.62,606,0.87,154,0.974
"overhead press",10,2,"40","kgs","","","02/02/2021, 10:56:45","00:00:25.6",0.45,579,0.77,134,1.278
"overhead press",11,1,"40","kgs","","","02/02/2021, 10:56:45","00:00:27.7",0.52,603,0.83,152,1.162
"deadlift",1,1,"70","kgs","","conventional","03/02/2021, 11:51:25","00:00:00",0.40,544,1.50,377,1.36
"deadlift",1,2,"70","kgs","","conventional","03/02/2021, 11:51:25","00:00:00",0.75,571,1.54,379,0.765
"deadlift",1,3,"70","kgs","","conventional","03/02/2021, 11:51:25","00:00:00",0.83,575,1.63,376,0.691
"deadlift",2,1,"90","kgs","","conventional","03/02/2021, 11:51:25","00:00:49.0",0.39,556,1.24,382,1.413
"deadlift",2,2,"90","kgs","","conventional","03/02/2021, 11:51:25","00:00:49.0",0.69,554,1.28,382,0.809
"deadlift",2,3,"90","kgs","","conventional","03/02/2021, 11:51:25","00:00:49.0",0.56,562,1.23,445,1.002
"deadlift",3,1,"110","kgs","","conventional","03/02/2021, 11:51:25","00:01:12.0",0.36,542,0.94,445,1.497
"deadlift",3,2,"110","kgs","","conventional","03/02/2021, 11:51:25","00:01:12.0",0.44,543,1.02,444,1.244
"deadlift",4,1,"120","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:02:06.0",0.41,550,0.99,446,1.353
"deadlift",5,1,"130","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:01:07.2",0.41,519,0.77,387,1.252
"deadlift",6,1,"140","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:01:48.8",0.22,518,0.67,392,2.391
"deadlift",7,1,"150","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:01:26.8",0.18,503,0.48,389,2.792
"deadlift",8,1,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:03:00.1",0.56,550,1.07,443,0.972
"deadlift",8,2,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:03:00.1",0.41,553,1.04,449,1.358
"deadlift",8,3,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:03:00.1",0.41,545,0.98,449,1.329
"deadlift",9,1,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:00:31.1",0.51,525,0.95,384,1.027
"deadlift",9,2,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:00:31.1",0.27,535,0.96,387,1.984
"deadlift",10,1,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:00:28.0",0.47,528,0.90,443,1.125
"deadlift",11,1,"115","kgs","","conventional,hook grip","03/02/2021, 11:51:25","00:00:24.4",0.26,520,0.83,443,1.986
"squat",1,1,"20","kgs","","high bar","04/02/2021, 12:02:22","00:00:00",1.17,652,2.05,390,0.556
"squat",1,2,"20","kgs","","high bar","04/02/2021, 12:02:22","00:00:00",1.21,663,1.99,401,0.549
"squat",1,3,"20","kgs","","high bar","04/02/2021, 12:02:22","00:00:00",1.24,731,2.04,458,0.589
"squat",2,1,"40","kgs","","high bar","04/02/2021, 12:02:22","00:00:54.5",1.07,657,1.69,472,0.612
"squat",2,2,"40","kgs","","high bar","04/02/2021, 12:02:22","00:00:54.5",1.11,698,1.73,481,0.631
"squat",2,3,"40","kgs","","high bar","04/02/2021, 12:02:22","00:00:54.5",1.14,712,1.81,498,0.624
"squat",3,1,"60","kgs","","high bar","04/02/2021, 12:02:22","00:01:18.4",0.85,622,1.34,494,0.731
"squat",3,2,"60","kgs","","high bar","04/02/2021, 12:02:22","00:01:18.4",0.94,688,1.45,545,0.732
