Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",9,1,"135","kgs","","high bar","24/05/2021, 11:19:24","00:03:35.9",0.26,661,0.78,602,2.583
"overhead press",1,1,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",1.15,652,1.98,416,0.567
"overhead press",1,2,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",1.02,620,1.79,397,0.607
"overhead press",1,3,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",0.90,659,1.74,420,0.729
"overhead press",2,1,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",1.03,629,1.39,449,0.611
"overhead press",2,2,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",0.81,632,1.29,239,0.783
"overhead press",2,3,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",0.82,627,1.27,469,0.765
"overhead press",3,1,"40","kgs","","","24/05/2021, 11:19:24","00:00:44.3",0.70,626,0.94,151,0.888
"overhead press",3,2,"40","kgs","","","24/05/2021, 11:19:24","00:00:44.3",0.53,619,0.88,156,1.173
"overhead press",4,1,"45","kgs","","","24/05/2021, 11:19:24","00:01:05.4",0.60,613,0.80,125,1.016
"overhead press",4,2,"45","kgs","","","24/05/2021, 11:19:24","00:01:05.4",0.47,622,0.75,130,1.332
"overhead press",5,1,"50","kgs","","","24/05/2021, 11:19:24","00:01:17.3",0.45,611,0.74,124,1.349
"overhead press",6,1,"55","kgs","","","24/05/2021, 11:19:24","00:01:12.9",0.34,614,0.68,119,1.827
"overhead press",7,1,"57,5","kgs","","","24/05/2021, 11:19:24","00:01:56.3",0.27,597,0.60,91,2.206
"overhead press",8,1,"60","kgs","","bug,rep split","24/05/2021, 11:19:24","00:02:07.3",0.23,311,0.59,98,1.375
"overhead press",8,2,"60","kgs","","bug,rep split","24/05/2021, 11:19:24","00:02:07.3",0.08,273,0.27,240,3.3
"bench press",1,1,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.82,299,1.43,203,0.365
"bench press",1,2,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.63,302,1.27,187,0.478
"bench press",1,3,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.79,316,1.48,200,0.401
"bench press",2,1,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.51,287,1.06,196,0.564
"bench press",2,2,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.65,296,1.07,215,0.458
"bench press",2,3,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.62,326,1.17,239,0.527
"bench press",3,1,"60","kgs","","wide grip","24/05/2021, 11:19:24","00:01:13.5",0.43,305,0.84,230,0.706
"bench press",3,2,"60","kgs","","wide grip","24/05/2021, 11:19:24","00:01:13.5",0.45,321,0.79,242,0.723
"bench press",4,1,"70","kgs","","wide grip","24/05/2021, 11:19:24","00:01:19.4",0.38,300,0.61,245,0.794
"bench press",4,2,"70","kgs","","wide grip","24/05/2021, 11:19:24","00:01:19.4",0.32,280,0.49,203,0.888
"bench press",5,1,"80","kgs","","wide grip","24/05/2021, 11:19:24","00:01:40.1",0.25,274,0.39,218,1.103
"bench press",6,1,"85","kgs","","wide grip","24/05/2021, 11:19:24","00:02:07.6",0.22,265,0.31,228,1.213
"bench press",7,1,"90","kgs","","wide grip","24/05/2021, 11:19:24","00:01:45.0",0.09,265,0.17,249,2.824
"squat",1,1,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.17,654,1.93,402,0.561
"squat",1,2,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.24,694,1.98,438,0.561
"squat",1,3,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.22,700,1.90,451,0.575
"squat",2,1,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.08,656,1.68,431,0.607
"squat",2,2,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.10,667,1.68,474,0.608
"squat",2,3,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.11,687,1.64,447,0.618
"squat",3,1,"60","kgs","","high bar","25/05/2021, 11:46:37","00:01:22.3",0.90,639,1.44,492,0.714
"squat",3,2,"60","kgs","","high bar","25/05/2021, 11:46:37","00:01:22.3",0.92,666,1.43,540,0.727
"squat",4,1,"80","kgs","","high bar","25/05/2021, 11:46:37","00:00:51.7",0.78,634,1.33,517,0.817
"squat",4,2,"80","kgs","","high bar","25/05/2021, 11:46:37","00:00:51.7",0.79,701,1.34,602,0.888
"squat",5,1,"100","kgs","","high bar","25/05/2021, 11:46:37","00:01:33.1",0.66,666,1.26,564,1.017
"squat",6,1,"110","kgs","","high bar","25/05/2021, 11:46:37","00:01:26.1",0.56,673,1.15,582,1.197
"squat",7,1,"120","kgs","","high bar","25/05/2021, 11:46:37","00:01:23.7",0.45,662,1.03,579,1.478
"squat",8,1,"130","kgs","","high bar","25/05/2021, 11:46:37","00:01:30.5",0.36,653,1.03,578,1.811
"squat",9,1,"135","kgs","","high bar","25/05/2021, 11:46:37","00:02:22.9",0.32,662,0.96,586,2.098
"squat",10,1,"137,5","kgs","","high bar","25/05/2021, 11:46:37","00:02:52.8",0.24,642,0.82,574,2.667
"overhead press",1,1,"20","kgs","","","25/05/2021, 11:46:37","00:02:35.9",1.16,602,1.75,391,0.52
"overhead press",1,2,"20","kgs","","","25/05/2021, 11:46:37","00:02:35.9",0.94,610,1.72,400,0.648
"overhead press",1,3,"20","kgs","","","25/05/2021, 11:46:37","00:02:35.9",0.96,627,1.79,415,0.655
"overhead press",2,1,"30","kgs","","","25/05/2021, 11:46:37","00:00:45.6",0.95,617,1.41,454,0.647
"overhead press",2,2,"30","kgs","","","25/05/2021, 11:46:37","00:00:45.6",0.81,629,1.27,466,0.782
"overhead press",2,3,"30","kgs","","","25/05/2021, 11:46:37","00:00:45.6",0.73,648,1.23,530,0.885
"overhead press",3,1,"40","kgs","","","25/05/2021, 11:46:37","00:00:55.2",0.70,596,0.93,147,0.847
"overhead press",3,2,"40","kgs","","","25/05/2021, 11:46:37","00:00:55.2",0.68,628,0.93,162,0.928
"overhead press",4,1,"45","kgs","","","25/05/2021, 11:46:37","00:00:45.3",0.56,611,0.83,139,1.094
"overhead press",4,2,"45","kgs","","","25/05/2021, 11:46:37","00:00:45.3",0.46,624,0.78,152,1.36
"overhead press",5,1,"50","kgs","","","25/05/2021, 11:46:37","00:01:06.1",0.41,599,0.70,125,1.475
"overhead press",6,1,"55","kgs","","","25/05/2021, 11:46:37","00:01:17.4",0.31,617,0.62,99,1.991
"overhead press",7,1,"57,5","kgs","","","25/05/2021, 11:46:37","00:01:47.1",0.19,602,0.61,102,3.157
"deadlift",1,1,"60","kgs","","conventional","25/05/2021, 11:46:37","00:02:21.3",0.84,564,1.61,395,0.668
"deadlift",1,2,"60","kgs","","conventional","25/05/2021, 11:46:37","00:02:21.3",0.87,561,1.66,367,0.646
"deadlift",1,3,"60","kgs","","conventional","25/05/2021, 11:46:37","00:02:21.3",0.82,560,1.52,362,0.681
"deadlift",2,1,"100","kgs","","conventional","25/05/2021, 11:46:37","00:01:11.2",0.59,545,1.06,402,0.918
"deadlift",2,2,"100","kgs","","conventional","25/05/2021, 11:46:37","00:01:11.2",0.57,535,1.00,380,0.944
"deadlift",3,1,"120","kgs","","conventional,hook grip","25/05/2021, 11:46:37","00:01:22.5",0.47,526,0.89,377,1.107
"deadlift",4,1,"130","kgs","","conventional,hook grip","25/05/2021, 11:46:37","00:01:26.4",0.39,515,0.69,393,1.31
"deadlift",5,1,"140","kgs","","conventional,hook grip","25/05/2021, 11:46:37","00:02:25.2",0.36,519,0.63,393,1.448
"deadlift",6,1,"150","kgs","","conventional,hook grip","25/05/2021, 11:46:37","00:01:52.6",0.25,512,0.49,422,2.058
"deadlift",7,1,"155","kgs","","conventional,hook grip","25/05/2021, 11:46:37","00:02:02.8",0.22,505,0.42,404,2.251
"squat",1,1,"20","kgs","","high bar","31/05/2021, 11:51:22","00:00:00",1.12,643,1.79,392,0.575
"squat",1,2,"20","kgs","","high bar","31/05/2021, 11:51:22","00:00:00",1.14,676,1.81,421,0.593
"squat",1,3,"20","kgs","","high bar","31/05/2021, 11:51:22","00:00:00",1.20,697,1.91,423,0.582
"squat",2,1,"40","kgs","","high bar","31/05/2021, 11:51:22","00:01:02.4",1.07,679,1.75,509,0.632
"squat",2,2,"40","kgs","","high bar","31/05/2021, 11:51:22","00:01:02.4",1.06,668,1.64,477,0.631
"squat",2,3,"40","kgs","","high bar","31/05/2021, 11:51:22","00:01:02.4",1.08,673,1.66,480,0.623
"squat",3,1,"60","kgs","","high bar","31/05/2021, 11:51:22","00:01:19.5",0.95,680,1.52,516,0.717
"squat",3,2,"60","kgs","","high bar","31/05/2021, 11:51:22","00:01:19.5",0.91,673,1.38,569,0.743
"squat",4,1,"80","kgs","","high bar","31/05/2021, 11:51:22","00:01:03.3",0.78,676,1.37,571,0.867
"squat",4,2,"80","kgs","","high bar","31/05/2021, 11:51:22","00:01:03.3",0.79,694,1.38,585,0.879
"squat",5,1,"100","kgs","","high bar","31/05/2021, 11:51:22","00:01:43.0",0.63,683,1.24,577,1.091
"squat",6,1,"110","kgs","","high bar","31/05/2021, 11:51:22","00:01:23.8",0.58,678,1.18,586,1.171
"squat",7,1,"120","kgs","","high bar","31/05/2021, 11:51:22","00:01:24.5",0.43,662,1.09,580,1.555
"squat",8,1,"130","kgs","","high bar","31/05/2021, 11:51:22","00:02:30.0",0.33,663,0.91,591,2.04
"squat",9,1,"132,5","kgs","","high bar","31/05/2021, 11:51:22","00:03:29.1",0.29,666,0.86,601,2.278
"overhead press",1,1,"20","kgs","","","31/05/2021, 11:51:22","00:02:56.8",1.21,593,1.86,337,0.489
"overhead press",1,2,"20","kgs","","","31/05/2021, 11:51:22","00:02:56.8",1.21,605,1.83,383,0.5
"overhead press",1,3,"20","kgs","","","31/05/2021, 11:51:22","00:02:56.8",1.04,626,1.77,360,0.602
"overhead press",2,1,"30","kgs","","","31/05/2021, 11:51:22","00:00:45.3",1.02,617,1.37,456,0.604
"overhead press",2,2,"30","kgs","","","31/05/2021, 11:51:22","00:00:45.3",0.79,631,1.37,458,0.804
"overhead press",2,3,"30","kgs","","","31/05/2021, 11:51:22","00:00:45.3",0.76,617,1.28,453,0.807
"overhead press",3,1,"40","kgs","","","31/05/2021, 11:51:22","00:00:52.0",0.68,601,0.96,190,0.885
"overhead press",3,2,"40","kgs","","","31/05/2021, 11:51:22","00:00:52.0",0.54,596,0.92,186,1.107
"overhead press",4,1,"45","kgs","","","31/05/2021, 11:51:22","00:01:06.1",0.59,592,0.85,141,1
"overhead press",4,2,"45","kgs","","","31/05/2021, 11:51:22","00:01:06.1",0.41,591,0.77,137,1.453
"overhead press",5,1,"50","kgs","","","31/05/2021, 11:51:22","00:01:22.5",0.42,606,0.78,135,1.427
"overhead press",6,1,"55","kgs","","","31/05/2021, 11:51:22","00:01:38.5",0.29,590,0.67,109,2.039
"overhead press",7,1,"57,5","kgs","","","31/05/2021, 11:51:22","00:02:26.2",0.22,593,0.66,105,2.682
"bench press",1,1,"20","kgs","","wide grip","31/05/2021, 11:51:22","00:02:39.3",0.84,298,1.53,192,0.355
"bench press",1,2,"20","kgs","","wide grip","31/05/2021, 11:51:22","00:02:39.3",0.87,305,1.54,163,0.35
"bench press",1,3,"20","kgs","","wide grip","31/05/2021, 11:51:22","00:02:39.3",0.71,321,1.52,223,0.451
"bench press",2,1,"40","kgs","","wide grip","31/05/2021, 11:51:22","00:01:05.8",0.62,286,1.11,203,0.464
"bench press",2,2,"40","kgs","","wide grip","31/05/2021, 11:51:22","00:01:05.8",0.64,309,1.14,221,0.481
"bench press",2,3,"40","kgs","","wide grip","31/05/2021, 11:51:22","00:01:05.8",0.72,322,1.21,214,0.447
"bench press",3,1,"50","kgs","","wide grip","31/05/2021, 11:51:22","00:00:59.7",0.58,284,1.01,203,0.486
"bench press",3,2,"50","kgs","","wide grip","31/05/2021, 11:51:22","00:00:59.7",0.53,321,0.89,234,0.609
"bench press",4,1,"60","kgs","","wide grip","31/05/2021, 11:51:22","00:01:16.0",0.51,294,0.84,209,0.58
"bench press",4,2,"60","kgs","","wide grip","31/05/2021, 11:51:22","00:01:16.0",0.51,311,0.84,234,0.608
"bench press",5,1,"70","kgs","","wide grip","31/05/2021, 11:51:22","00:01:28.5",0.42,305,0.67,244,0.724
"bench press",6,1,"80","kgs","","wide grip","31/05/2021, 11:51:22","00:02:00.2",0.30,291,0.45,241,0.972
"bench press",7,1,"85","kgs","","wide grip","31/05/2021, 11:51:22","00:01:59.4",0.25,285,0.35,229,1.144
"bench press",8,1,"90","kgs","","wide grip","31/05/2021, 11:51:22","00:02:34.9",0.19,282,0.28,255,1.478
"squat",1,1,"20","kgs","","high bar","01/06/2021, 12:30:36","00:00:00",1.12,637,1.79,405,0.569
"squat",1,2,"20","kgs","","high bar","01/06/2021, 12:30:36","00:00:00",1.13,683,1.76,449,0.604
"squat",1,3,"20","kgs","","high bar","01/06/2021, 12:30:36","00:00:00",1.18,707,1.81,469,0.598
"squat",2,1,"40","kgs","","high bar","01/06/2021, 12:30:36","00:00:55.3",1.03,657,1.70,469,0.638
"squat",2,2,"40","kgs","","high bar","01/06/2021, 12:30:36","00:00:55.3",1.06,683,1.59,489,0.644
"squat",2,3,"40","kgs","","high bar","01/06/2021, 12:30:36","00:00:55.3",1.04,697,1.54,499,0.669
"squat",3,1,"60","kgs","","high bar","01/06/2021, 12:30:36","00:01:15.3",0.90,669,1.51,515,0.743
"squat",3,2,"60","kgs","","high bar","01/06/2021, 12:30:36","00:01:15.3",0.92,680,1.43,543,0.742
"squat",4,1,"80","kgs","","high bar","01/06/2021, 12:30:36","00:01:24.1",0.83,693,1.40,577,0.836
"squat",4,2,"80","kgs","","high bar","01/06/2021, 12:30:36","00:01:24.1",0.78,687,1.32,572,0.878
"squat",5,1,"100","kgs","","high bar","01/06/2021, 12:30:36","00:01:54.3",0.63,689,1.20,589,1.101
"squat",6,1,"110","kgs","","high bar","01/06/2021, 12:30:36","00:01:12.0",0.51,680,1.10,586,1.332
"squat",7,1,"120","kgs","","high bar","01/06/2021, 12:30:36","00:01:24.4",0.41,668,0.95,592,1.622
"squat",8,1,"130","kgs","","high bar","01/06/2021, 12:30:36","00:01:54.2",0.28,651,0.81,587,2.286
"squat",9,1,"115","kgs","","high bar","01/06/2021, 12:30:36","00:03:58.8",0.48,647,1.04,570,1.335
"squat",9,2,"115","kgs","","high bar","01/06/2021, 12:30:36","00:03:58.8",0.46,669,1.03,589,1.443
"overhead press",1,1,"20","kgs","","","01/06/2021, 12:30:36","00:02:11.2",1.02,602,1.74,372,0.588
"overhead press",1,2,"20","kgs","","","01/06/2021, 12:30:36","00:02:11.2",1.18,604,1.71,381,0.514
"overhead press",1,3,"20","kgs","","","01/06/2021, 12:30:36","00:02:11.2",1.13,606,1.65,352,0.538
"overhead press",2,1,"30","kgs","","","01/06/2021, 12:30:36","00:00:48.2",0.97,621,1.31,287,0.643
"overhead press",2,2,"30","kgs","","","01/06/2021, 12:30:36","00:00:48.2",0.88,584,1.23,438,0.661
"overhead press",2,3,"30","kgs","","","01/06/2021, 12:30:36","00:00:48.2",1.05,440,1.91,260,0.42
"overhead press",2,4,"30","kgs","","","01/06/2021, 12:30:36","00:00:48.2",0.78,161,1.18,7,0.206
"overhead press",3,1,"40","kgs","","","01/06/2021, 12:30:36","00:00:59.9",0.58,614,0.97,192,1.064
"overhead press",3,2,"40","kgs","","","01/06/2021, 12:30:36","00:00:59.9",0.54,597,0.87,145,1.1
"overhead press",4,1,"45","kgs","","","01/06/2021, 12:30:36","00:01:03.3",0.57,608,0.84,142,1.07
"overhead press",5,1,"50","kgs","","","01/06/2021, 12:30:36","00:00:54.9",0.42,611,0.74,127,1.464
"overhead press",6,1,"55","kgs","","","01/06/2021, 12:30:36","00:01:00.8",0.30,621,0.62,104,2.051
"overhead press",7,1,"57,5","kgs","","","01/06/2021, 12:30:36","00:01:54.6",0.23,604,0.61,92,2.651
"overhead press",8,1,"50","kgs","","","01/06/2021, 12:30:36","00:01:51.5",0.43,599,0.74,124,1.392
"overhead press",8,2,"50","kgs","","","01/06/2021, 12:30:36","00:01:51.5",0.36,606,0.64,114,1.684
"squat",1,1,"20","kgs","","high bar","03/06/2021, 12:01:00","00:00:00",1.09,639,1.75,382,0.585
"squat",1,2,"20","kgs","","high bar","03/06/2021, 12:01:00","00:00:00",1.21,678,1.88,411,0.563
"squat",1,3,"20","kgs","","high bar","03/06/2021, 12:01:00","00:00:00",1.20,302,1.69,291,0.252
"squat",1,4,"20","kgs","","high bar","03/06/2021, 12:01:00","00:00:00",1.24,381,1.80,115,0.308
"squat",2,1,"40","kgs","","high bar","03/06/2021, 12:01:00","00:01:21.6",1.05,674,1.60,484,0.645
"squat",2,2,"40","kgs","","high bar","03/06/2021, 12:01:00","00:01:21.6",1.07,691,1.51,499,0.647
"squat",2,3,"40","kgs","","high bar","03/06/2021, 12:01:00","00:01:21.6",1.09,691,1.63,486,0.632
"squat",3,1,"60","kgs","","high bar","03/06/2021, 12:01:00","00:01:39.8",0.94,683,1.51,542,0.728
"squat",3,2,"60","kgs","","high bar","03/06/2021, 12:01:00","00:01:39.8",0.94,677,1.44,522,0.723
"squat",4,1,"80","kgs","","high bar","03/06/2021, 12:01:00","00:02:27.6",0.84,686,1.37,580,0.815
"squat",4,2,"80","kgs","","high bar","03/06/2021, 12:01:00","00:02:27.6",0.81,694,1.33,585,0.853
"squat",5,1,"100","kgs","","high bar","03/06/2021, 12:01:00","00:01:17.1",0.65,690,1.29,587,1.057
"squat",6,1,"110","kgs","","high bar","03/06/2021, 12:01:00","00:01:38.0",0.58,687,1.23,587,1.174
"squat",7,1,"120","kgs","","high bar","03/06/2021, 12:01:00","00:01:30.1",0.47,661,1.12,580,1.406
"squat",8,1,"130","kgs","","high bar","03/06/2021, 12:01:00","00:01:42.4",0.37,666,0.98,586,1.787
"squat",9,1,"135","kgs","","high bar","03/06/2021, 12:01:00","00:02:22.4",0.27,658,0.87,583,2.463
"squat",10,1,"117,5","kgs","","high bar","03/06/2021, 12:01:00","00:03:04.2",0.50,666,1.07,577,1.343
"squat",10,2,"117,5","kgs","","high bar","03/06/2021, 12:01:00","00:03:04.2",0.39,666,1.02,591,1.725
"overhead press",1,1,"20","kgs","","","03/06/2021, 12:01:00","00:01:47.5",1.24,601,1.84,360,0.486
